ACTIVE DATE,COUNTY,SED CODE,LEGAL NAME,INSTITUTION TYPE CODE,INSTUTION TYPE DESCRIPTION,INSTITUTION SUB TYPE CODE,INSTITUTION SUB TYPE DESCRIPTION,NEEDS RESOURCE CODE,NEEDS RESOURCE DESCRIPTION,GRADE ORGANIZATION CODE,GRADE ORGANIZATION DESCRIPTION,COMMUNITY TYPE,COMMUNITY TYPE NAME,MAILING ADDRESS,CITY,STATE,ZIP,SALUTATION,CEO FIRST NAME,CEO LAST NAME,CEO PHONE,CEO EMAIL
7/1/1980,CATTARAUGUS,042901040002,PORTVILLE JUNIOR-SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,4,Junior Senior School,77,Small Central Districts,PO BOX 790,PORTVILLE,NY,14770,MR.,LAWRENCE,WELTY,7169336704,lwelty@portville.wnyric.org
7/1/1980,CATTARAUGUS,042901858658,PORTVILLE BAPTIST CHRISTIAN SCHOOL,14,NON-PUBLIC SCHOOLS,2,BAPTIST,,,1,Elementary,77,Small Central Districts,PO BOX 277,PORTVILLE,NY,14770,MS.,BARBARA,MARVIN,7169338164,secretary@portvillebaptist.com
7/1/1980,CATTARAUGUS,043001040000,RANDOLPH CENTRAL SCHOOL DISTRICT,16,SCHOOL DISTRICTS,4,CENTRAL,4,RURAL HIGH NEEDS,,NA,77,Small Central Districts,18 MAIN ST,RANDOLPH,NY,14772,MS.,KIMBERLY,MORITZ,7163587005,kmoritz@randolphcsd.org
7/1/1980,CATTARAUGUS,043001040002,RANDOLPH SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,4,RURAL HIGH NEEDS,4,Junior Senior School,77,Small Central Districts,18 MAIN ST,RANDOLPH,NY,14772,MR.,JASON,HALPAINY,7163587007,jhalpainy@randolphcsd.org
7/1/1980,CATTARAUGUS,043001040003,G N CHAPMAN ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,4,RURAL HIGH NEEDS,1,Elementary,77,Small Central Districts,22 MAIN ST,RANDOLPH,NY,14772,MR.,JERRY,MOTTERN,7163587030,jmottern@randolphcsd.org
7/1/1980,CATTARAUGUS,043001658554,AXEVILLE SCHOOL,14,NON-PUBLIC SCHOOLS,3,MENNONITES,,,1,Elementary,77,Small Central Districts,POPE RD,RANDOLPH,NY,14772,MR.,LEVI,YODER,NA, 
7/1/1980,CATTARAUGUS,043001658555,HARRIS SCHOOL,14,NON-PUBLIC SCHOOLS,3,MENNONITES,,,1,Elementary,77,Small Central Districts,POPE RD,RANDOLPH,NY,14772,MR.,LEVI,YODER,NA, 
7/1/1980,CATTARAUGUS,043001658557,SEAGER HILL SCHOOL,14,NON-PUBLIC SCHOOLS,3,MENNONITES,,,1,Elementary,77,Small Central Districts,POPE RD,RANDOLPH,NY,14772,MR.,LEVI,YODER,NA, 
7/1/1980,CATTARAUGUS,043001658559,MAPLE ROW SCHOOL,14,NON-PUBLIC SCHOOLS,3,MENNONITES,,,1,Elementary,77,Small Central Districts,POPE RD,RANDOLPH,NY,14772,MR.,LEVI,YODER,NA, 
7/1/1980,CATTARAUGUS,043001658561,GARDNER SCHOOL,14,NON-PUBLIC SCHOOLS,3,MENNONITES,,,1,Elementary,77,Small Central Districts,POPE RD,RANDOLPH,NY,14772,MR.,LEVI,YODER,NA, 
7/1/1980,CATTARAUGUS,043001658933,GLOVER HILL ROAD AMISH SCHOOL,14,NON-PUBLIC SCHOOLS,3,MENNONITES,,,1,Elementary,77,Small Central Districts,POPE RD,RANDOLPH,NY,14772,MR.,LEVI,YODER,NA, 
7/1/2001,CATTARAUGUS,043001659682,MERCHANT HILL SCHOOL,14,NON-PUBLIC SCHOOLS,3,MENNONITES,,,1,Elementary,77,Small Central Districts,MERCHANT HILL RD,CATTARAUGUS,NY,14719,MR.,LEVI,YODER,NA, 
7/1/1985,CATTARAUGUS,043011020000,RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT,16,SCHOOL DISTRICTS,8,SPECIAL ACT,5,AVERAGE NEEDS,,NA,77,Small Central Districts,336 MAIN ST,RANDOLPH,NY,14772,MS.,LORI,DECARLO,7163586866,ladecarlo@randolphacademy.org
7/1/1985,CATTARAUGUS,043011020001,RANDOLPH ACADEMY,17,PUBLIC SCHOOLS,8,PUBLIC SCHOOL SPECIAL ACT,5,AVERAGE NEEDS,4,Junior Senior School,77,Small Central Districts,336 MAIN ST,RANDOLPH,NY,14772,MR.,RICHARD,WEIKEL,7163586866,rkweikel@randolphacademy.org
5/7/1997,CATTARAUGUS,043011020002,RANDOLPH ACADEMYHAMBURG CAMPUS,17,PUBLIC SCHOOLS,8,PUBLIC SCHOOL SPECIAL ACT,5,AVERAGE NEEDS,4,Junior Senior School,77,Small Central Districts,3780 HOWARD RD,HAMBURG,NY,14075,MR.,ROBERT,FETTER,7166481930,rfetter@randolphacademy.org
7/1/1980,CATTARAUGUS,043200050000,SALAMANCA CITY SCHOOL DISTRICT,16,SCHOOL DISTRICTS,6,CITY CENTRAL,4,RURAL HIGH NEEDS,,NA,74,Small Cities,50 IROQUOIS DR,SALAMANCA,NY,14779,MR.,ROBERT,BREIDENSTEIN,7169452400,rbreidenstein@salamancany.org
7/1/1980,CATTARAUGUS,043200050002,SALAMANCA JUNIOR/SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,6,PUBLIC SCHOOL CITY CENTRAL,4,RURAL HIGH NEEDS,4,Junior Senior School,74,Small Cities,50 IROQUOIS DR,SALAMANCA,NY,14779,MR.,SCOTT,COOPER,7169452404,scooper@salamancany.org
7/1/1980,CATTARAUGUS,043200050004,PROSPECT ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,6,PUBLIC SCHOOL CITY CENTRAL,4,RURAL HIGH NEEDS,1,Elementary,74,Small Cities,300 PROSPECT AVE,SALAMANCA,NY,14779,MS.,GAYLE,PAVONE,7169455170,gpavone@salamancany.org
7/1/1980,CATTARAUGUS,043200050005,SENECA ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,6,PUBLIC SCHOOL CITY CENTRAL,4,RURAL HIGH NEEDS,1,Elementary,74,Small Cities,50 IROQUOIS DR,SALAMANCA,NY,14779,MS.,MICHELLE,SIEBERT,7169455140,msiebert@salamancany.org
7/1/1980,CATTARAUGUS,043501060000,YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,16,SCHOOL DISTRICTS,7,INDEPENDENT CENTRAL,4,RURAL HIGH NEEDS,,NA,76,Medium Central Districts,PO BOX 579,YORKSHIRE,NY,14173,MR.,BENJAMIN,HALSEY,7164929304,bhalsey@pioneercsd.org
7/1/1980,CATTARAUGUS,043501060001,DELEVAN ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,4,RURAL HIGH NEEDS,1,Elementary,76,Medium Central Districts,PO BOX 217,DELEVAN,NY,14042,MS.,TIFFANY,GIANNICCHI,7164929463,tgiannicchi@pioneercsd.org
7/1/1980,CATTARAUGUS,043501060004,PIONEER MIDDLE SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,4,RURAL HIGH NEEDS,2,Middle School,76,Medium Central Districts,PO BOX 619,YORKSHIRE,NY,14173,MS.,MELISSA,PROROK,7164929375,mprorok@pioneercsd.org
7/1/1980,CATTARAUGUS,043501060005,ARCADE ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,4,RURAL HIGH NEEDS,1,Elementary,76,Medium Central Districts,PO BOX 9,ARCADE,NY,14009,MS.,MELISSA,DEVITT,7164929423,mdevitt@pioneercsd.org
7/1/1980,CATTARAUGUS,043501060006,PIONEER SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,4,RURAL HIGH NEEDS,5,Senior High,76,Medium Central Districts,PO BOX 639,YORKSHIRE,NY,14173,MR.,MARK,SCHULTZ,7164929328,mschultz@pioneercsd.org
7/1/1980,CAYUGA,050100010000,AUBURN CITY SCHOOL DISTRICT,16,SCHOOL DISTRICTS,1,CITY,3,URBAN/SUBURBAN/HIGH NEEDS,,NA,74,Small Cities,78 THORNTON AVE,AUBURN,NY,13021,MR.,JEFFREY,PIROZZOLO,3152558835,jeffrey_pirozzolo@auburn.cnyric.org
7/1/1980,CAYUGA,050100010002,CASEY PARK ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,3,URBAN/SUBURBAN/HIGH NEEDS,1,Elementary,74,Small Cities,101 PULASKI ST,AUBURN,NY,13021,MR.,RONALD,GORNEY,3152558764,ronald_gorney@auburn.cnyric.org
7/1/1980,CAYUGA,050100010004,GENESEE STREET ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,3,URBAN/SUBURBAN/HIGH NEEDS,1,Elementary,74,Small Cities,244 GENESEE ST,AUBURN,NY,13021,MS.,STACEY,CUMMINGS,3152558644,stacey_cummings@auburn.cnyric.org
7/1/1980,CAYUGA,050100010005,HERMAN AVENUE ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,3,URBAN/SUBURBAN/HIGH NEEDS,1,Elementary,74,Small Cities,2 N HERMAN AVE,AUBURN,NY,13021,MS.,CYNTHIA,LATTIMORE,3152558684,cynthia_lattimore@auburn.cnyric.org
7/1/1980,CAYUGA,050100010007,OWASCO ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,3,URBAN/SUBURBAN/HIGH NEEDS,1,Elementary,74,Small Cities,66 LETCHWORTH ST,AUBURN,NY,13021,MS.,ABIGAIL,ADAMS-SNELL,3152558724,abigail_adams@auburn.cnyric.org
7/1/1980,CAYUGA,050100010008,WILLIAM H SEWARD ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,3,URBAN/SUBURBAN/HIGH NEEDS,1,Elementary,74,Small Cities,52 METCALF DR,AUBURN,NY,13021,MR.,ROBERT,MONTGOMERY,3152558604,robert_montgomery@auburn.cnyric.org
7/1/1980,CAYUGA,050100010009,AUBURN JUNIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,3,URBAN/SUBURBAN/HIGH NEEDS,3,Junior High School,74,Small Cities,191 FRANKLIN ST,AUBURN,NY,13021,MR.,DAVID,OLIVER,3152558484,david_oliver@auburn.cnyric.org
7/1/1980,CAYUGA,050100010013,AUBURN HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,3,URBAN/SUBURBAN/HIGH NEEDS,5,Senior High,74,Small Cities,250 LAKE AVE,AUBURN,NY,13021,MR.,BRIAN,MORGAN,3152558305,brian_morgan@auburn.cnyric.org
7/1/1999,CAYUGA,050100169701,ST JOSEPH SCHOOL,14,NON-PUBLIC SCHOOLS,13,ROMAN CATHOLIC - ROCHESTER DIOCESE,,,1,Elementary,74,Small Cities,89 E GENESEE ST,AUBURN,NY,13021,MR.,MICHAEL,CARNEY,3152538327,mcarney@dor.org
7/1/2013,CAYUGA,050100996140,CREATIVE MINDS MONTESSORI SCHOOL,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,1,Elementary,74,Small Cities,169 GENESEE ST,AUBURN,NY,13021,MS.,DIANE,BAUSO,3154069495,dianebauso@hotmail.com
7/1/2014,CAYUGA,050100996169,JOHN PAUL II ACADEMY OF AUBURN,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,1,Elementary,,New York City,PO BOX 1318,AUBURN,NY,13021,MS.,AIMEE,HANSON,3152524393,hansonjp2@gmail.com
7/1/1995,CAYUGA,050100999499,TYBURN ACADEMY OF MARY IMMACULATE,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,4,Junior Senior School,74,Small Cities,17 CLYMER ST,AUBURN,NY,13021,MR.,LOUIS,MASSETT,3152522937,lmassett@tyburnacademy.com
7/1/1996,CAYUGA,050100999591,MONTESSORI SCHOOL OF THE FINGER LAKES,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,1,Elementary,74,Small Cities,6734 PINE RIDGE RD,AUBURN,NY,13021,MS.,DEANNA,LONGYEAR,3152522225,admin@fingerlakesmontessori.com
7/1/1980,CAYUGA,050301040000,WEEDSPORT CENTRAL SCHOOL DISTRICT,16,SCHOOL DISTRICTS,4,CENTRAL,5,AVERAGE NEEDS,,NA,77,Small Central Districts,PO BOX 3000,WEEDSPORT,NY,13166,MR.,SHAUN,O'CONNOR,3158346637,oconnors@weedsport.org
7/1/1980,CAYUGA,050301040002,WEEDSPORT JUNIOR-SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,4,Junior Senior School,77,Small Central Districts,PO BOX 3000,WEEDSPORT,NY,13166,MR.,BRETT,FINGLAND,3158346652,finglandb@weedsport.org
7/1/1980,CAYUGA,050301040003,WEEDSPORT ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,1,Elementary,77,Small Central Districts,PO BOX 3000,WEEDSPORT,NY,13166,MR.,RON,SPRINGER,3158346685,springerr@weedsport.org
7/1/1993,CAYUGA,050301999417,HILLSIDE CHLDRNS CTR-FINGER LAKES,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,4,Junior Senior School,77,Small Central Districts,7432 COUNTY HOUSE RD,AUBURN,NY,13021,MS.,ELAINE,QUINTANA,3152582150,equintan@hillside.com
7/1/1980,CAYUGA,050401040000,CATO-MERIDIAN CENTRAL SCHOOL DISTRICT,16,SCHOOL DISTRICTS,4,CENTRAL,5,AVERAGE NEEDS,,NA,77,Small Central Districts,PO BOX 100,CATO,NY,13033,MR.,W NOEL,PATTERSON,3156263439,npatterson@cm.cnyric.org
7/1/1980,CAYUGA,050401040001,CATO-MERIDIAN ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,1,Elementary,77,Small Central Districts,PO BOX 100,CATO,NY,13033,MR.,ROBERT,WREN,3156263320,rwren@cm.cnyric.org
7/1/1980,CAYUGA,050401040002,CATO-MERIDIAN MIDDLE SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,2,Middle School,77,Small Central Districts,PO BOX 100,CATO,NY,13033,MR.,SEAN,GLEASON,3156263319,sgleason@cm.cnyric.org
7/1/1980,CAYUGA,050401040003,CATO-MERIDIAN SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,5,Senior High,77,Small Central Districts,PO BOX 100,CATO,NY,13033,MS.,DANIELLE,MAHONEY,3156263317,dmahoney@cm.cnyric.org
7/1/1980,CAYUGA,050701040000,SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT,16,SCHOOL DISTRICTS,4,CENTRAL,5,AVERAGE NEEDS,,NA,77,Small Central Districts,2384 RT 34B,AURORA,NY,13026,MR.,PATRICK,JENSEN,3153647211,jensenp@southerncayuga.org
7/1/1980,CAYUGA,050701040005,SOUTHERN CAYUGA  7-12 SECONDARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,4,Junior Senior School,77,Small Central Districts,2384 RT 34B,AURORA,NY,13026,MR.,LUKE,CARNICELLI,3153647111,carnicellil@southerncayuga.org
7/1/1990,CAYUGA,050701040007,SOUTHERN CAYUGA ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,1,Elementary,77,Small Central Districts,2384 RT 34B,AURORA,NY,13026,MR.,CHRISTOPHER,CLAPPER,3153647098,clapperc@southerncayuga.org
7/1/1990,CAYUGA,050701999254,PEACHTOWN ELEMENTARY SCHOOL,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,1,Elementary,77,Small Central Districts,PO BOX 178,AURORA,NY,13026,MS.,BARBARA,POST,3153648721,barblpost@hotmail.com
7/1/1980,CAYUGA,051101040000,PORT BYRON CENTRAL SCHOOL DISTRICT,16,SCHOOL DISTRICTS,4,CENTRAL,5,AVERAGE NEEDS,,NA,77,Small Central Districts,30 MAPLE AVE,PORT BYRON,NY,13140,MR.,NEIL,O'BRIEN,3157765728,nobrien@pbcschools.org
7/1/1980,CAYUGA,051101040001,A A GATES ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,1,Elementary,77,Small Central Districts,30 MAPLE AVE,PORT BYRON,NY,13140,MS.,JULIE,PODOLAK,3157765728,jpodolak@pbcschools.org
7/1/1980,CAYUGA,051101040004,PORT BYRON SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,4,Junior Senior School,77,Small Central Districts,30 MAPLE AVE,PORT BYRON,NY,13140,MR.,THOMAS,VAUGHAN,3157765728,tvaughan@pbcschools.org
6/1/1984,CAYUGA,051101658562,CONQUEST PAROCHIAL SCHOOL,14,NON-PUBLIC SCHOOLS,3,MENNONITES,,,1,Elementary,77,Small Central Districts,973 FULLER RD,PORT BYRON,NY,13140,MR.,GLENN,HORST,3157768287, 
7/1/2006,CAYUGA,051101658563,CAYUGA MENNONITE SCHOOL,14,NON-PUBLIC SCHOOLS,3,MENNONITES,,,1,Elementary,77,Small Central Districts,811 E TYRE RD,SENECA FALLS,NY,13148, , , , , 
7/1/1980,CAYUGA,051301040000,MORAVIA CENTRAL SCHOOL DISTRICT,16,SCHOOL DISTRICTS,4,CENTRAL,5,AVERAGE NEEDS,,NA,77,Small Central Districts,PO BOX 1189,MORAVIA,NY,13118,MS.,MICHELLE,BRANTNER,3154972670,mbrantner@moraviaschool.org
7/1/1980,CAYUGA,051301040001,MILLARD FILLMORE ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,1,Elementary,77,Small Central Districts,PO BOX 1188,MORAVIA,NY,13118,MR.,HOWARD,SEAMANS,3154972670,hseamans@moraviaschool.org
7/1/1980,CAYUGA,051301040003,MORAVIA JUNIOR-SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,4,Junior Senior School,77,Small Central Districts,PO BOX 1189,MORAVIA,NY,13118,MR.,GREGORY,JENNE,3154972670,gjenne@moraviaschool.org
7/1/1980,CAYUGA,051901040000,UNION SPRINGS CENTRAL SCHOOL DISTRICT,16,SCHOOL DISTRICTS,4,CENTRAL,5,AVERAGE NEEDS,,NA,77,Small Central Districts,PO BOX 508,UNION SPRINGS,NY,13160,MR.,JARETT,POWERS,3158894101,jpowers@unionspringscsd.org
7/1/1980,CAYUGA,051901040002,ANDREW J SMITH ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,1,Elementary,77,Small Central Districts,PO BOX 760,UNION SPRINGS,NY,13160,MS.,KAREN,BURCROFF,3158897102,kburcroff@unionspringscsd.org
7/1/1980,CAYUGA,051901040003,CAYUGA ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,1,Elementary,77,Small Central Districts,PO BOX 266,CAYUGA,NY,13034,MS.,SHEILA,LADOUCE,3158894170,sladouce@unionspringscsd.org
7/1/1980,CAYUGA,051901040005,UNION SPRINGS HIGH SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,4,Junior Senior School,77,Small Central Districts,PO BOX 508,UNION SPRINGS,NY,13160,MR.,CHARLES,WALKER,3158894110,cwalker@unionspringscsd.org
7/1/1980,CAYUGA,051901425832,UNION SPRINGS ACADEMY,14,NON-PUBLIC SCHOOLS,1,SEVENTH-DAY ADVENTIST,,,5,Senior High,77,Small Central Districts,PO BOX 524,UNION SPRINGS,NY,13160,MR.,TODD,COULTER,3158897314,principal@unionspringsacademy.org
7/1/1980,CAYUGA,051901427119,FRONTENAC SDA SCHOOL,14,NON-PUBLIC SCHOOLS,1,SEVENTH-DAY ADVENTIST,,,1,Elementary,77,Small Central Districts,963 SPRING ST,UNION SPRINGS,NY,13160,MS.,REBECCA,RUNNALS,3158895094,runnalsmom@gmail.com
7/1/1980,CHAUTAUQUA,060201060000,SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN,16,SCHOOL DISTRICTS,7,INDEPENDENT CENTRAL,5,AVERAGE NEEDS,,NA,76,Medium Central Districts,600 HUNT RD W,JAMESTOWN,NY,14701,MS.,MAUREEN,DONAHUE,7164841136,mdonahue@swms.wnyric.org
7/1/1980,CHAUTAUQUA,060201060003,SOUTHWESTERN SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,5,Senior High,76,Medium Central Districts,600 HUNT RD W,JAMESTOWN,NY,14701,MR.,MICHAEL,CIPOLLA,7166646273,mcipolla@swms.wnyric.org
7/1/1980,CHAUTAUQUA,060201060006,SOUTHWESTERN MIDDLE SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,2,Middle School,76,Medium Central Districts,600 HUNT RD W,JAMESTOWN,NY,14701,MR.,RICHARD,RYBICKI,7166646270,rrybicki@swms.wnyric.org
7/1/2002,CHAUTAUQUA,060201060007,SOUTHWESTERN ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,4,Junior Senior School,76,Medium Central Districts,600 HUNT RD W,JAMESTOWN,NY,14701,MS.,KRISTY,CARLSON,7166641881,k.carlson@swms.wnyric.org
7/1/1980,CHAUTAUQUA,060201858116,BETHEL BAPTIST CHRISTIAN ACADEMY,14,NON-PUBLIC SCHOOLS,2,BAPTIST,,,4,Junior Senior School,76,Medium Central Districts,200 HUNT RD,JAMESTOWN,NY,14701,MR.,MICHAEL,STORMONT,7164847420,mike.stormont@windstream.net
7/1/1980,CHAUTAUQUA,060301040000,FREWSBURG CENTRAL SCHOOL DISTRICT,16,SCHOOL DISTRICTS,4,CENTRAL,5,AVERAGE NEEDS,,NA,77,Small Central Districts,PO BOX 690,FREWSBURG,NY,14738,MS.,DANIELLE,O'CONNOR,7165697041,doconnor@frews.wnyric.org
7/1/1980,CHAUTAUQUA,060301040002,ROBERT H JACKSON ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,1,Elementary,77,Small Central Districts,135 IVORY ST,FREWSBURG,NY,14738,MS.,TIFFANY,FREDERES,7165697017,tfrederes@frews.wnyric.org
7/1/1980,CHAUTAUQUA,060301040004,FREWSBURG JUNIOR-SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,4,Junior Senior School,77,Small Central Districts,PO BOX 690,FREWSBURG,NY,14738,MR.,WILLIAM,CALDWELL,7165697037,wcaldwell@frews.wnyric.org
7/1/1980,CHAUTAUQUA,060401040000,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,16,SCHOOL DISTRICTS,4,CENTRAL,4,RURAL HIGH NEEDS,,NA,77,Small Central Districts,PO BOX 540,SINCLAIRVILLE,NY,14782,MR.,CHARLES,LEICHNER,7169625155,cleichner@cvcougars.org
7/1/1980,CHAUTAUQUA,060401040003,SINCLAIRVILLE ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,4,RURAL HIGH NEEDS,1,Elementary,77,Small Central Districts,PO BOX 540,SINCLAIRVILLE,NY,14782,MS.,JILL,GALVIN-BENEDICT,7169625195,jgalvin@cvcs.wnyric.org
7/1/1980,CHAUTAUQUA,060401040006,CASSADAGA VALLEY MIDDLE/HIGH SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,4,RURAL HIGH NEEDS,4,Junior Senior School,77,Small Central Districts,PO BOX 540,SINCLAIRVILLE,NY,14782,MR.,JOSHUA,GILEVSKI,7169628581,jgilevski@cvcougars.org
7/1/1996,CHAUTAUQUA,060503040000,CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT,16,SCHOOL DISTRICTS,4,CENTRAL,5,AVERAGE NEEDS,,NA,77,Small Central Districts,100 N ERIE ST,MAYVILLE,NY,14757,MR.,BENJAMIN,SPITZER,7167535808,bspitzer@clake.org
7/1/1996,CHAUTAUQUA,060503040001,CHAUTAUQUA LAKE SECONDARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,4,Junior Senior School,77,Small Central Districts,100 N ERIE ST,MAYVILLE,NY,14757,MR.,JOSHUA,LIDDELL,7167535882,jliddell@clake.org
7/1/1996,CHAUTAUQUA,060503040002,CHAUTAUQUA LAKE ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,5,AVERAGE NEEDS,1,Elementary,77,Small Central Districts,100 N ERIE ST,MAYVILLE,NY,14757,MS.,ELLA,AMES,7167535841,eames@clake.org
7/1/1996,CHAUTAUQUA,060503658575,BURDICK ROAD AMISH SCHOOL,14,NON-PUBLIC SCHOOLS,3,MENNONITES,,,1,Elementary,77,Small Central Districts,6604 BURDICK RD,MAYVILLE,NY,14757,MR.,AMOS,BYLER,NA, 
7/1/1998,CHAUTAUQUA,060503659689,PLEASANT VIEW SCHOOL,14,NON-PUBLIC SCHOOLS,3,MENNONITES,,,1,Elementary,77,Small Central Districts,BURDICK RD,MAYVILLE,NY,14757,MR.,AMOS,BYLER, , 
7/1/1980,CHAUTAUQUA,060601040000,PINE VALLEY CENTRAL SCHOOL DISTRICT (SOUTH DAYTON),16,SCHOOL DISTRICTS,4,CENTRAL,4,RURAL HIGH NEEDS,,NA,77,Small Central Districts,7755 RT 83,SOUTH DAYTON,NY,14138,MR.,SCOTT,PAYNE,7169883293,spayne@pval.org
7/1/1980,CHAUTAUQUA,060601040002,PINE VALLEY ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,4,RURAL HIGH NEEDS,1,Elementary,77,Small Central Districts,7755 RT 83,SOUTH DAYTON,NY,14138,MS.,KELLY,ZIMMERMAN,7169883291,kzimmerman@pval.org
7/1/1980,CHAUTAUQUA,060601040003,PINE VALLEY CENTRAL JUNIOR-SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,4,PUBLIC SCHOOL CENTRAL,4,RURAL HIGH NEEDS,4,Junior Senior School,77,Small Central Districts,7827 RT 83,SOUTH DAYTON,NY,14138,MR.,PAUL,MIHALKO,7169883276,pmihalko@pval.org
7/1/1988,CHAUTAUQUA,060601658556,FLAT IRON SCHOOL,14,NON-PUBLIC SCHOOLS,3,MENNONITES,,,1,Elementary,77,Small Central Districts,WEST RD,CONEWANGO VALLEY,NY,14726,MR.,LEVI,YODER,NA, 
